employee_id,first_name,last_name,department,job_title,job_level,location,region,manager_id,joining_date,exit_date,performance_rating,tenure_years,is_active,supervisor_id
3912,David,Compton,Sales,Sales Executive,2,Seattle,EMEA,10131.0,10/12/2018,,5,6.81,True,
3913,Andrew,Cruz,HR,HR Generalist,3,Austin,NA,2866.0,03/08/2021,,2,4.4,True,9328.0
3914,Ricky,Jackson,Operations,Operations Manager,1,Seattle,APAC,,11/09/2023,,5,1.73,True,1577.0
3915,David,Jones,IT,IT Manager,4,Seattle,EMEA,1198.0,07/03/2017,,2,8.08,True,3558.0
3916,Matthew,Espinoza,Operations,Operations Executive,1,Boston,NA,11360.0,12/30/2017,,3,7.59,True,4454.0
3917,David,Bennett,Customer Support,Support Lead,3,New York,LATAM,4637.0,01/28/2023,,1,2.51,True,
3918,Mary,Jimenez,IT,IT Manager,5,Seattle,APAC,5654.0,12/21/2019,07/01/2023,3,3.53,False,4350.0
3919,Amanda,David,IT,IT Manager,1,San Francisco,LATAM,,06/07/2017,,5,8.16,True,9632.0
3920,Richard,Diaz,IT,IT Manager,3,New York,APAC,,11/21/2016,,1,8.7,True,8064.0
3921,David,Young,Engineering,Senior Engineer,5,San Francisco,LATAM,13297.0,06/29/2021,,3,4.09,True,
3922,Ryan,Webb,Engineering,Engineering Manager,4,Chicago,EMEA,9672.0,02/27/2023,08/08/2024,1,1.45,False,6671.0
3923,Nicole,Lewis,IT,IT Manager,2,Chicago,LATAM,1302.0,04/12/2018,,4,7.31,True,2629.0
3924,Eric,Allen,IT,IT Manager,5,Austin,NA,2766.0,07/26/2024,,2,1.02,True,9971.0
3925,Robin,Jones,Operations,Operations Executive,1,New York,EMEA,7144.0,09/26/2023,,1,1.85,True,5753.0
3926,David,Olson,Customer Support,Support Lead,1,Boston,NA,1514.0,10/27/2018,,3,6.77,True,13196.0
3927,Karen,White,Engineering,Engineering Manager,5,Seattle,EMEA,8508.0,07/19/2022,,4,3.04,True,9356.0
3928,Jennifer,Mendoza,Operations,Operations Executive,3,Austin,NA,14002.0,10/14/2023,,1,1.8,True,5076.0
3929,Charles,Meyer,HR,HR Generalist,1,New York,NA,6034.0,12/02/2023,,3,1.67,True,4704.0
3930,Randy,Robertson,Engineering,Senior Engineer,3,New York,LATAM,7763.0,12/20/2018,,5,6.62,True,5448.0
3931,Tracy,Anderson,IT,IT Manager,2,Seattle,LATAM,,09/13/2019,,3,5.89,True,7187.0
3932,Brian,Smith,Marketing,Marketing Specialist,3,Chicago,LATAM,,08/04/2018,,4,7.0,True,5093.0
3933,Devon,Allen,Engineering,Software Engineer,2,San Francisco,NA,14894.0,06/30/2016,,4,9.09,True,2673.0
3934,Gregory,Mcdowell,Marketing,Marketing Manager,1,Boston,APAC,2676.0,09/16/2017,,1,7.88,True,14941.0
3935,Rhonda,Mays,Marketing,Marketing Specialist,3,New York,LATAM,14125.0,07/01/2022,,1,3.09,True,
3936,Michelle,Anderson,Marketing,Marketing Specialist,5,Chicago,LATAM,8962.0,07/11/2016,,3,9.06,True,1552.0
3937,Cathy,Gonzalez,IT,IT Specialist,4,New York,APAC,14585.0,10/23/2015,04/08/2021,4,5.46,False,14305.0
3938,John,Lopez,Finance,Finance Manager,3,Chicago,NA,3445.0,02/01/2022,03/08/2023,3,1.1,False,9917.0
3939,Peter,Hensley,IT,IT Specialist,1,Chicago,LATAM,1681.0,12/29/2017,,1,7.59,True,2208.0
3940,Kimberly,Cohen,Sales,Sales Executive,2,Austin,LATAM,13911.0,01/08/2016,,1,9.57,True,
3941,Mark,Johnson,HR,HR Manager,1,Austin,NA,13910.0,05/31/2020,11/04/2021,4,1.43,False,
3942,David,Dillon,Sales,Sales Executive,5,Seattle,EMEA,12085.0,12/28/2015,,4,9.6,True,15556.0
3943,Dawn,Henderson,Finance,Finance Manager,4,Seattle,EMEA,2287.0,08/05/2021,,1,3.99,True,4245.0
3944,Olivia,Savage,Sales,Sales Executive,1,Seattle,NA,12427.0,05/21/2021,,3,4.2,True,3566.0
3945,Samantha,Evans,Customer Support,Support Agent,4,Seattle,NA,,04/04/2024,,4,1.33,True,1023.0
3946,Joanna,Allen,Finance,Financial Analyst,4,Austin,NA,4485.0,05/30/2024,,5,1.17,True,
3947,Jerry,Whitney,HR,HR Generalist,3,San Francisco,LATAM,13527.0,01/18/2021,,4,4.54,True,6376.0
3948,Jennifer,Mcintosh,Operations,Operations Manager,1,Austin,APAC,8369.0,02/13/2016,01/14/2020,2,3.92,False,11130.0
3949,Julia,Johnson,Operations,Operations Executive,5,Chicago,EMEA,11075.0,02/26/2022,,2,3.43,True,4045.0
3950,Jesus,Reed,IT,IT Manager,1,New York,LATAM,14256.0,05/05/2018,11/07/2018,2,0.51,False,4830.0
3951,Brian,Brown,Sales,Sales Executive,3,Austin,LATAM,,11/01/2018,,1,6.75,True,10873.0
3952,Danielle,Flores,IT,IT Manager,3,Austin,NA,7366.0,09/28/2021,02/02/2024,2,2.35,False,1350.0
3953,Nicholas,Ryan,Engineering,Senior Engineer,4,San Francisco,LATAM,7203.0,05/03/2021,,3,4.25,True,11423.0
3954,Katelyn,Fox,Finance,Finance Manager,5,New York,LATAM,2746.0,10/27/2015,05/16/2023,2,7.56,False,
3955,David,Cantrell,Engineering,Senior Engineer,4,New York,NA,6132.0,07/19/2024,,2,1.04,True,6079.0
3956,Bridget,Griffin,HR,HR Generalist,1,Austin,NA,10401.0,04/30/2023,02/13/2024,1,0.79,False,7933.0
3957,Cheryl,Randolph,Engineering,Software Engineer,3,Seattle,NA,5813.0,06/11/2025,06/21/2025,1,0.03,False,
3958,Cody,Martinez,Customer Support,Support Lead,5,Austin,LATAM,11846.0,06/21/2025,,2,0.11,True,11873.0
3959,Jeffrey,Steele,IT,IT Manager,3,Chicago,EMEA,12137.0,06/18/2022,,1,3.12,True,
3960,Edward,Webster,HR,HR Generalist,3,Chicago,NA,12383.0,04/14/2021,,1,4.3,True,10562.0
3961,James,Gonzalez,Marketing,Marketing Manager,4,San Francisco,EMEA,11051.0,03/06/2017,,1,8.41,True,14623.0
3962,Ashley,Shields,Operations,Operations Executive,1,Austin,EMEA,12379.0,06/01/2025,,3,0.17,True,5474.0
3963,Ryan,Becker,Operations,Operations Executive,2,Boston,APAC,11834.0,12/07/2021,,4,3.65,True,11187.0
3964,Laurie,Higgins,Marketing,Marketing Manager,4,Seattle,LATAM,4956.0,10/08/2018,,3,6.82,True,4290.0
3965,Leslie,Durham,Sales,Sales Manager,5,Austin,LATAM,,06/08/2019,,4,6.15,True,11504.0
3966,Jamie,Harris,Sales,Sales Manager,2,San Francisco,LATAM,2990.0,01/05/2021,,1,4.57,True,6555.0
3967,Amber,Whitaker,Engineering,Senior Engineer,5,Seattle,EMEA,7442.0,04/08/2016,,3,9.32,True,4419.0
3968,Dwayne,Mcclain,Operations,Operations Executive,1,San Francisco,APAC,4782.0,06/03/2023,,1,2.16,True,4889.0
3969,Christopher,Duffy,Finance,Financial Analyst,4,Boston,NA,13245.0,12/27/2020,,4,4.6,True,3473.0
3970,Natasha,Fisher,Customer Support,Support Lead,2,Seattle,NA,7381.0,04/16/2016,,5,9.3,True,1117.0
3971,Michael,Kim,Engineering,Engineering Manager,1,New York,NA,7804.0,03/29/2024,07/24/2024,3,0.32,False,
3972,Veronica,Garcia,Operations,Operations Executive,5,San Francisco,APAC,2342.0,09/15/2018,,5,6.88,True,
3973,Nancy,Parker,Sales,Sales Executive,1,New York,EMEA,5964.0,07/20/2021,,2,4.04,True,7152.0
3974,Martin,Reed,Engineering,Engineering Manager,5,Austin,LATAM,,10/16/2019,12/28/2022,2,3.2,False,5300.0
3975,Linda,Doyle,Sales,Sales Manager,4,Boston,EMEA,6945.0,10/07/2019,,4,5.82,True,12873.0
3976,Rebecca,Summers,IT,IT Specialist,5,Chicago,EMEA,15399.0,03/08/2018,,5,7.41,True,
3977,Kim,Zamora,IT,IT Specialist,1,Seattle,LATAM,2035.0,11/23/2024,,1,0.69,True,11279.0
3978,Natasha,Robinson,HR,HR Generalist,2,Chicago,LATAM,8150.0,11/21/2015,,1,9.7,True,7940.0
3979,John,English,HR,HR Manager,5,Seattle,NA,1245.0,04/13/2016,,4,9.31,True,3415.0
3980,Nancy,Becker,HR,HR Generalist,5,Boston,EMEA,15741.0,12/23/2019,,3,5.61,True,15509.0
3981,Misty,Brown,IT,IT Manager,1,Chicago,LATAM,5261.0,01/10/2019,,2,6.56,True,11234.0
3982,James,Kerr,Customer Support,Support Agent,2,San Francisco,EMEA,5230.0,05/15/2021,,4,4.22,True,9524.0
3983,Darrell,Gaines,Finance,Financial Analyst,4,Boston,LATAM,,12/08/2020,,1,4.65,True,4647.0
3984,Matthew,White,HR,HR Generalist,4,San Francisco,NA,,11/29/2024,,5,0.67,True,8847.0
3985,Jeffrey,Warner,Sales,Sales Manager,3,Boston,APAC,15907.0,09/19/2019,,1,5.87,True,15562.0
3986,Walter,Charles,Marketing,Marketing Manager,5,Austin,NA,12274.0,06/07/2020,03/12/2022,3,1.76,False,12686.0
3987,Robert,Turner,Finance,Finance Manager,2,Austin,EMEA,7502.0,01/09/2024,05/08/2024,2,0.33,False,1369.0
3988,Evan,Williams,HR,HR Generalist,2,San Francisco,APAC,6235.0,12/20/2023,06/03/2024,1,0.45,False,11146.0
3989,Karen,Leon,Operations,Operations Manager,2,Boston,LATAM,14609.0,09/27/2020,,5,4.85,True,9010.0
3990,Ashley,Stanley,Customer Support,Support Lead,1,Seattle,EMEA,2399.0,06/25/2024,,4,1.1,True,
3991,Yvette,Morales,Operations,Operations Executive,4,Austin,NA,6819.0,01/11/2016,,5,9.56,True,11698.0
3992,William,Hawkins,Operations,Operations Manager,1,New York,EMEA,14930.0,04/14/2018,,5,7.3,True,4408.0
3993,Katherine,Christensen,Engineering,Software Engineer,5,New York,APAC,,07/07/2016,,2,9.07,True,12460.0
3994,Gregory,Levine,Marketing,Marketing Specialist,3,Boston,EMEA,14739.0,11/22/2018,,2,6.7,True,14097.0
3995,Dawn,Gonzalez,Sales,Sales Executive,4,Boston,EMEA,7993.0,01/12/2018,07/23/2020,4,2.53,False,13493.0
3996,Dana,Cunningham,Finance,Finance Manager,2,Chicago,NA,,01/02/2017,,1,8.58,True,1369.0
3997,Tina,Burke,Finance,Financial Analyst,5,Austin,APAC,12739.0,08/13/2021,,1,3.97,True,11045.0
3998,Alexis,Miller,IT,IT Specialist,4,San Francisco,NA,2498.0,01/28/2019,12/13/2019,3,0.87,False,1320.0
3999,Victoria,Rodriguez,Engineering,Senior Engineer,1,New York,NA,12633.0,10/26/2016,,5,8.77,True,
4000,Kim,Diaz,IT,IT Specialist,2,Boston,NA,,04/26/2021,04/21/2025,4,3.99,False,3114.0
4001,Elizabeth,King,HR,HR Manager,1,Chicago,EMEA,12188.0,12/31/2024,05/09/2025,2,0.35,False,
4002,Nicole,Brock,Finance,Financial Analyst,4,San Francisco,EMEA,3320.0,09/18/2023,,4,1.87,True,10180.0
4003,Thomas,Willis,Engineering,Engineering Manager,1,Austin,LATAM,13855.0,08/20/2023,,4,1.95,True,7317.0
4004,Rose,Sullivan,Operations,Operations Manager,1,Chicago,EMEA,15908.0,10/29/2023,,3,1.76,True,1310.0
4005,Stephanie,Davis,IT,IT Specialist,4,Austin,APAC,,10/25/2016,,1,8.77,True,5754.0
4006,Kaitlin,Savage,Customer Support,Support Agent,1,San Francisco,NA,7765.0,01/13/2018,,3,7.55,True,3785.0
4007,Darren,Wright,Engineering,Engineering Manager,2,San Francisco,NA,1298.0,03/08/2022,01/05/2025,1,2.83,False,14207.0
4008,William,Smith,IT,IT Manager,1,Boston,EMEA,7103.0,07/30/2018,07/07/2023,2,4.94,False,5007.0
4009,Angela,Davis,Marketing,Marketing Specialist,5,New York,APAC,8472.0,08/04/2020,,5,4.99,True,11420.0
4010,Jill,Rice,Finance,Financial Analyst,3,San Francisco,NA,7629.0,12/01/2017,,3,7.67,True,6569.0
4011,Hannah,Walton,HR,HR Manager,1,New York,NA,14387.0,12/23/2017,02/01/2024,3,6.11,False,9300.0
4012,Joseph,Rowe,IT,IT Specialist,4,Austin,EMEA,,10/08/2024,,2,0.81,True,9709.0
4013,Russell,Beltran,Engineering,Software Engineer,1,San Francisco,APAC,9315.0,08/06/2024,,5,0.99,True,
4014,Nicholas,Martin,Operations,Operations Executive,5,Austin,NA,3151.0,10/30/2016,,3,8.76,True,15629.0
4015,Tiffany,Taylor,HR,HR Manager,3,Boston,APAC,3967.0,02/09/2022,,3,3.48,True,
4016,Kari,Miller,Customer Support,Support Lead,4,San Francisco,LATAM,2447.0,01/05/2022,,5,3.57,True,
4017,George,Strong,HR,HR Manager,5,Seattle,EMEA,8664.0,05/26/2016,12/25/2017,3,1.58,False,3340.0
4018,Charles,Kelley,Operations,Operations Manager,3,Boston,NA,,01/30/2025,04/26/2025,4,0.24,False,15618.0
4019,Jennifer,Simmons,Customer Support,Support Lead,1,New York,APAC,13724.0,03/17/2018,,2,7.38,True,7209.0
4020,Jade,Wade,IT,IT Specialist,1,Seattle,EMEA,2153.0,04/30/2016,,4,9.26,True,
4021,Alejandra,Davis,HR,HR Generalist,4,San Francisco,LATAM,12969.0,01/19/2023,,1,2.53,True,10901.0
4022,Linda,Duffy,Operations,Operations Executive,4,New York,APAC,15030.0,08/02/2023,,1,2.0,True,4462.0
4023,Lindsey,Ramsey,Operations,Operations Manager,2,Seattle,APAC,9391.0,08/18/2024,,5,0.95,True,11682.0
4024,Michael,Smith,Sales,Sales Manager,2,Seattle,LATAM,,08/21/2019,,2,5.95,True,10314.0
4025,Mary,Ross,Engineering,Engineering Manager,1,Austin,EMEA,11023.0,02/23/2019,,3,6.44,True,12928.0
4026,Bradley,Davis,Finance,Finance Manager,3,Austin,APAC,14927.0,03/02/2022,,3,3.42,True,8404.0
4027,James,Crawford,IT,IT Specialist,4,Chicago,LATAM,4806.0,01/31/2020,,3,5.5,True,8405.0
4028,Tony,Riley,Customer Support,Support Agent,4,New York,APAC,9445.0,12/14/2022,,5,2.63,True,11015.0
4029,Shannon,Williams,Customer Support,Support Agent,4,Seattle,LATAM,13392.0,11/06/2023,,3,1.74,True,12009.0
4030,Yvette,Williams,Operations,Operations Manager,4,Boston,NA,14498.0,11/24/2016,,5,8.69,True,6024.0
4031,Kari,Stein,Engineering,Senior Engineer,2,New York,LATAM,14766.0,10/20/2015,,1,9.79,True,7356.0
4032,Amanda,Robinson,Sales,Sales Executive,3,Boston,NA,9759.0,10/13/2021,,1,3.8,True,10567.0
4033,John,Manning,Marketing,Marketing Specialist,2,Chicago,APAC,7698.0,11/10/2021,,2,3.73,True,10897.0
4034,Donald,Ferrell,Customer Support,Support Agent,5,San Francisco,NA,,01/07/2016,,2,9.57,True,3265.0
4035,John,Alvarez,IT,IT Manager,2,Chicago,LATAM,5666.0,11/26/2024,,3,0.68,True,3554.0
4036,Donna,Reilly,Finance,Financial Analyst,2,Chicago,EMEA,5785.0,05/13/2018,,4,7.22,True,11034.0
4037,Donna,Perry,Customer Support,Support Agent,5,Chicago,APAC,1687.0,07/21/2017,,3,8.04,True,3438.0
4038,Lindsay,Diaz,Engineering,Software Engineer,4,New York,LATAM,6066.0,12/29/2016,,2,8.59,True,13992.0
4039,Tammy,Gibson,Customer Support,Support Lead,4,Austin,NA,5085.0,12/15/2015,,1,9.64,True,10783.0
4040,Danielle,Mcgrath,Sales,Sales Executive,4,Boston,NA,,09/03/2019,,3,5.92,True,2694.0
4041,Lisa,Davis,Marketing,Marketing Specialist,2,Seattle,EMEA,5851.0,08/23/2019,,1,5.95,True,10134.0
4042,Veronica,Harvey,Customer Support,Support Agent,1,San Francisco,APAC,1837.0,09/03/2019,,3,5.92,True,
4043,Haley,Guerrero,IT,IT Specialist,3,Austin,NA,10925.0,05/05/2022,,4,3.24,True,6106.0
4044,Richard,Yang,HR,HR Generalist,2,Austin,LATAM,10841.0,01/01/2020,,2,5.59,True,
4045,Dawn,Yates,IT,IT Specialist,1,Seattle,EMEA,7178.0,03/12/2021,,2,4.39,True,14429.0
4046,Amy,Bauer,Marketing,Marketing Manager,5,New York,EMEA,10245.0,04/10/2017,,2,8.32,True,6525.0
4047,Kimberly,Mcmillan,Engineering,Senior Engineer,1,Austin,NA,,12/27/2020,,4,4.6,True,6584.0
4048,Philip,Carpenter,Sales,Sales Executive,1,New York,EMEA,11021.0,05/11/2016,,2,9.23,True,
4049,Richard,Williams,IT,IT Manager,2,New York,LATAM,4173.0,11/28/2021,03/12/2022,1,0.28,False,13369.0
4050,Diane,Chandler,HR,HR Generalist,5,Chicago,LATAM,1041.0,02/28/2018,,5,7.43,True,4676.0
4051,Heather,Carlson,Engineering,Senior Engineer,1,Chicago,EMEA,15709.0,10/04/2021,,1,3.83,True,15492.0
4052,Jamie,Davis,Marketing,Marketing Specialist,4,Austin,APAC,11166.0,06/17/2019,04/17/2021,1,1.84,False,9045.0
4053,Robert,Jackson,Operations,Operations Executive,5,Chicago,NA,11818.0,10/05/2024,,2,0.82,True,12366.0
4054,Kevin,Ramsey,Engineering,Software Engineer,2,Austin,NA,7867.0,08/04/2020,,3,4.99,True,10497.0
4055,Hayley,Simon,Customer Support,Support Agent,3,Austin,LATAM,12348.0,12/01/2024,02/19/2025,5,0.22,False,11597.0
4056,Wendy,Neal,IT,IT Manager,4,Chicago,APAC,8554.0,11/04/2017,,3,7.75,True,10014.0
4057,Dorothy,Pitts,Operations,Operations Manager,4,Austin,APAC,12454.0,02/08/2017,01/25/2019,1,1.96,False,7826.0
4058,Peter,Green,Customer Support,Support Lead,4,Austin,NA,11074.0,03/15/2024,,1,1.38,True,10940.0
4059,Courtney,Jones,Operations,Operations Executive,5,San Francisco,EMEA,3234.0,07/11/2017,,1,8.06,True,3403.0
4060,Bill,Phillips,IT,IT Specialist,4,San Francisco,NA,15184.0,06/05/2016,,1,9.16,True,11576.0
4061,Clarence,Walker,IT,IT Specialist,3,Austin,LATAM,2217.0,01/04/2025,,1,0.57,True,11507.0
4062,Tiffany,Roberson,IT,IT Manager,3,Austin,APAC,9581.0,05/29/2020,,2,5.18,True,3019.0
4063,Javier,Brock,Marketing,Marketing Manager,2,Seattle,APAC,5425.0,12/10/2016,,3,8.65,True,
4064,Wendy,Jones,IT,IT Specialist,1,Seattle,NA,10113.0,07/08/2019,,5,6.07,True,
4065,Krystal,Martin,Operations,Operations Executive,1,Austin,NA,15720.0,12/09/2021,,4,3.65,True,
4066,Diane,Sullivan,Marketing,Marketing Specialist,4,Austin,NA,5674.0,12/09/2023,,1,1.65,True,
4067,Diane,Harris,HR,HR Generalist,4,Seattle,APAC,12459.0,11/23/2015,,5,9.7,True,15943.0
4068,Barbara,Fuller,Finance,Finance Manager,1,Boston,NA,,10/11/2018,,1,6.81,True,10350.0
4069,Justin,Davis,Engineering,Software Engineer,4,New York,NA,,07/18/2022,,3,3.04,True,7099.0
4070,Daniel,Davis,Engineering,Software Engineer,3,Boston,APAC,11269.0,09/26/2015,,2,9.85,True,12185.0
4071,Alexandra,Vaughn,Marketing,Marketing Specialist,1,New York,EMEA,11230.0,07/20/2020,,4,5.04,True,8756.0
4072,Joshua,Reed,Finance,Finance Manager,3,Boston,EMEA,15207.0,12/03/2018,,4,6.67,True,8395.0
4073,Charles,Vaughan,Finance,Finance Manager,2,San Francisco,EMEA,5226.0,01/16/2018,,5,7.55,True,3716.0
4074,Carrie,Hebert,Engineering,Senior Engineer,1,Austin,APAC,1645.0,03/09/2020,03/21/2025,2,5.04,False,13893.0
4075,Tiffany,Chavez,Customer Support,Support Agent,2,Chicago,LATAM,15228.0,03/06/2018,,5,7.41,True,7943.0
4076,Mckenzie,Delacruz,IT,IT Manager,4,Seattle,NA,1079.0,11/04/2018,,4,6.75,True,6247.0
4077,Cameron,Thompson,Customer Support,Support Lead,1,Austin,APAC,9536.0,08/06/2016,,1,8.99,True,12856.0
4078,Henry,Cox,IT,IT Specialist,3,San Francisco,NA,14058.0,04/11/2023,,2,2.31,True,7567.0
4079,Kelli,Jackson,Marketing,Marketing Manager,1,Boston,APAC,10256.0,07/17/2021,,3,4.04,True,10140.0
4080,Joshua,Vargas,IT,IT Specialist,2,San Francisco,APAC,8232.0,05/07/2019,,3,6.24,True,2791.0
4081,Lisa,Wallace,Sales,Sales Executive,1,Boston,NA,12354.0,07/30/2016,,5,9.01,True,9753.0
4082,Keith,Hernandez,Finance,Finance Manager,4,Seattle,APAC,,12/11/2022,,2,2.64,True,10452.0
4083,Kathy,Powell,IT,IT Specialist,5,Boston,EMEA,4254.0,05/02/2019,09/29/2024,4,5.42,False,12358.0
4084,Amber,Robbins,Engineering,Software Engineer,2,Chicago,LATAM,9116.0,11/06/2017,,3,7.74,True,3200.0
4085,Lisa,Phillips,Engineering,Senior Engineer,3,San Francisco,EMEA,8935.0,02/21/2022,,5,3.44,True,9980.0
4086,John,Taylor,Sales,Sales Executive,1,San Francisco,LATAM,9845.0,04/01/2024,,3,1.33,True,5998.0
4087,Benjamin,Flores,IT,IT Specialist,3,Chicago,EMEA,9973.0,10/22/2023,,1,1.78,True,12178.0
4088,Miranda,Carter,Operations,Operations Executive,1,San Francisco,LATAM,9771.0,09/26/2024,10/13/2024,2,0.05,False,
4089,Maurice,Waller,Finance,Finance Manager,2,Seattle,EMEA,9249.0,09/20/2018,,4,6.87,True,11137.0
4090,Stephen,Fuller,Operations,Operations Manager,4,San Francisco,APAC,8405.0,03/11/2016,,5,9.4,True,2135.0
4091,Kevin,Austin,HR,HR Manager,1,New York,EMEA,4491.0,02/14/2021,,5,4.46,True,15591.0
4092,Justin,Patton,Engineering,Engineering Manager,3,Seattle,LATAM,2049.0,04/26/2018,09/25/2021,4,3.42,False,10527.0
4093,Marcus,Chavez,HR,HR Manager,4,Chicago,NA,9651.0,05/14/2019,06/29/2020,3,1.13,False,5827.0
4094,Sierra,Schroeder,Operations,Operations Executive,4,Boston,APAC,7711.0,04/01/2019,,1,6.34,True,7588.0
4095,Chris,Fletcher,Marketing,Marketing Specialist,2,New York,LATAM,5135.0,04/10/2019,06/07/2020,4,1.16,False,15195.0
4096,Crystal,Gonzalez,Customer Support,Support Agent,1,Austin,NA,5908.0,10/26/2020,01/04/2024,2,3.19,False,1867.0
4097,Brandy,Carpenter,HR,HR Manager,2,Boston,LATAM,3654.0,06/05/2019,09/20/2022,4,3.3,False,8481.0
4098,Rachel,Shelton,Customer Support,Support Lead,2,New York,NA,12445.0,04/30/2023,12/22/2023,1,0.65,False,
4099,William,Gardner,Marketing,Marketing Manager,5,New York,LATAM,5896.0,08/11/2024,,3,0.97,True,15120.0
4100,Desiree,Hughes,Customer Support,Support Lead,4,Chicago,APAC,,06/22/2023,,3,2.11,True,3708.0
4101,Andrew,Kerr,Marketing,Marketing Manager,2,New York,EMEA,7247.0,05/21/2025,,5,0.2,True,1680.0
4102,Kenneth,Richmond,Customer Support,Support Lead,4,Seattle,APAC,12349.0,01/08/2025,01/11/2025,5,0.01,False,5695.0
4103,Kevin,Marquez,Operations,Operations Executive,3,Chicago,NA,3746.0,11/21/2024,,2,0.69,True,9854.0
4104,Brian,Sullivan,Operations,Operations Executive,2,Chicago,EMEA,7253.0,06/09/2021,,2,4.15,True,5801.0
4105,Denise,Gutierrez,Marketing,Marketing Manager,4,Seattle,LATAM,13744.0,03/19/2024,03/21/2024,5,0.01,False,8721.0
4106,Matthew,Griffith,Marketing,Marketing Manager,4,New York,EMEA,8916.0,07/19/2020,09/12/2021,5,1.15,False,4711.0
4107,Brenda,Richardson,Finance,Finance Manager,1,Boston,NA,4636.0,05/29/2018,,5,7.18,True,11376.0
4108,Caitlin,Clark,Customer Support,Support Lead,4,Chicago,APAC,11656.0,12/11/2019,,2,5.64,True,
4109,Brian,Hughes,Operations,Operations Manager,1,New York,APAC,12563.0,12/29/2016,,3,8.59,True,4578.0
4110,Michelle,Sanchez,Engineering,Software Engineer,4,Chicago,EMEA,14273.0,09/07/2016,10/21/2017,3,1.12,False,15936.0
4111,Aaron,Frye,Engineering,Senior Engineer,2,San Francisco,NA,6534.0,05/08/2019,,2,6.24,True,7727.0
4112,Steven,Hunter,HR,HR Manager,4,Boston,NA,10141.0,12/30/2018,,1,6.59,True,2133.0
4113,Brandon,Huffman,Customer Support,Support Lead,3,Austin,LATAM,15316.0,08/28/2021,,4,3.93,True,10974.0
4114,Maria,Barker,Engineering,Senior Engineer,3,Seattle,APAC,4740.0,03/25/2020,,4,5.36,True,12661.0
4115,Jennifer,Rocha,Marketing,Marketing Specialist,2,San Francisco,APAC,8172.0,11/15/2019,,4,5.72,True,
4116,Heidi,Bates,IT,IT Specialist,2,Boston,APAC,12100.0,09/27/2023,,5,1.85,True,3616.0
4117,Catherine,Ballard,IT,IT Manager,1,Austin,LATAM,4381.0,07/14/2019,12/15/2023,5,4.42,False,
4118,Hunter,Kennedy,Marketing,Marketing Specialist,2,Chicago,NA,9267.0,02/07/2024,,2,1.48,True,15208.0
4119,Nicholas,Jimenez,IT,IT Specialist,5,Chicago,EMEA,6251.0,05/04/2019,,5,6.25,True,9981.0
4120,Shawn,Monroe,Sales,Sales Executive,5,Boston,NA,4387.0,03/23/2020,,3,5.36,True,14725.0
4121,Bruce,Carson,HR,HR Manager,4,Austin,NA,9381.0,07/17/2018,02/28/2021,4,2.62,False,2162.0
4122,Eric,Martin,Customer Support,Support Lead,3,Seattle,LATAM,10526.0,10/04/2018,,3,6.83,True,5847.0
4123,Robert,Hudson,Customer Support,Support Lead,3,Seattle,APAC,1417.0,06/15/2021,,3,4.13,True,6312.0
4124,Gregory,Jones,HR,HR Manager,2,Seattle,NA,15342.0,11/18/2023,,3,1.7,True,14760.0
4125,Maria,Wood,Finance,Financial Analyst,5,Chicago,APAC,14980.0,05/30/2025,,3,0.17,True,7013.0
4126,Stacey,Nelson,Marketing,Marketing Specialist,4,Boston,EMEA,6134.0,01/08/2020,,1,5.57,True,
4127,Eric,Collins,Sales,Sales Executive,1,San Francisco,APAC,1984.0,09/20/2024,,3,0.86,True,1662.0
4128,Jessica,Foster,Marketing,Marketing Manager,4,Seattle,APAC,13692.0,03/30/2019,,1,6.35,True,5919.0
4129,Holly,Williams,Engineering,Software Engineer,3,Boston,EMEA,13089.0,06/19/2024,07/17/2024,1,0.08,False,15387.0
4130,Eric,Buchanan,Finance,Financial Analyst,2,Seattle,EMEA,11552.0,03/31/2025,,4,0.34,True,13878.0
4131,Jasmine,Wallace,Engineering,Engineering Manager,3,New York,EMEA,15765.0,05/20/2022,,1,3.2,True,
4132,Jason,Dixon,Marketing,Marketing Manager,4,Seattle,APAC,5626.0,09/15/2022,,1,2.88,True,8839.0
4133,Jessica,Parker,Finance,Financial Analyst,2,Boston,EMEA,1134.0,02/10/2022,,3,3.47,True,
4134,Spencer,Blake,Sales,Sales Executive,2,San Francisco,EMEA,8750.0,08/07/2022,,5,2.99,True,
4135,Billy,Powell,HR,HR Manager,2,Austin,LATAM,4920.0,05/06/2017,,1,8.24,True,3105.0
4136,John,Freeman,Sales,Sales Executive,2,New York,EMEA,4667.0,02/11/2019,,2,6.47,True,
4137,Travis,Morales,Finance,Finance Manager,5,New York,EMEA,,12/19/2023,,5,1.62,True,9656.0
4138,Kyle,Brown,Sales,Sales Manager,4,San Francisco,APAC,2765.0,02/10/2023,12/09/2023,1,0.83,False,15236.0
4139,Bradley,Wagner,Engineering,Engineering Manager,2,New York,EMEA,12913.0,03/12/2019,12/24/2019,4,0.79,False,4390.0
4140,Allen,Tyler,Sales,Sales Manager,2,Chicago,LATAM,5922.0,03/01/2016,,4,9.42,True,12658.0
4141,Dennis,Brewer,Sales,Sales Manager,1,New York,EMEA,,05/06/2016,,5,9.24,True,
